-----------------------------------
ORIGINAL
  x-pos   y-pos   ft/min  min/mile
   1753    7905      576      9:09
   1734    7872      537      9:49
   1710    7842      542      9:44
   1688    7811      536      9:51
   1659    7784      559      9:26
   1635    7756      520     10:09
   1609    7732      499     10:34
   1584    7703      540      9:46
   1557    7673      569      9:16
   1528    7644      578      9:08
   1504    7615      531      9:56
   1481    7588      500     10:33
   1467    7552      545      9:41
   1452    7515      563      9:22
   1437    7476      589      8:57
   1425    7440      535      9:52
   1415    7403      541      9:45
   1412    7367      509     10:22
   1406    7332      501     10:32
   1403    7295      524     10:04
   1398    7259      513     10:17
   1400    7223      509     10:22
   1394    7190      473     11:09
   1391    7152      538      9:48
   1389    7112      565      9:20
   1397    7073      562      9:23
   1417    7043      509     10:22
   1436    7016      466     11:19
   1451    6987      460     11:28
   1463    6947      589      8:57
   1465    6904      607      8:41
   1467    6860      621      8:30
   1471    6823      525     10:03
   1489    6788      555      9:30
   1507    6755      530      9:57
   1519    6720      522     10:06
   1521    6684      509     10:22
   1520    6648      508     10:23
   1513    6612      517     10:12
   1502    6577      517     10:12
   1479    6550      500     10:33
   1449    6535      473     11:09
   1413    6529      515     10:15
   1379    6519      500     10:33
   1343    6504      550      9:35
   1309    6486      543      9:43
   1274    6475      517     10:12
   1241    6463      495     10:39
   1206    6457      501     10:32
   1174    6443      493     10:42
   1142    6428      498     10:36
   1110    6408      532      9:55
   1073    6395      553      9:32
   1040    6377      530      9:57
   1005    6363      532      9:55
    969    6340      603      8:45
    931    6330      554      9:31
    900    6311      513     10:17
    872    6298      435     12:08
    844    6280      469     11:15
    808    6273      517     10:12
    777    6260      474     11:08
    745    6249      477     11:04
    722    6218      544      9:42
    694    6189      569      9:16
    667    6153      635      8:18
    640    6123      569      9:16
    610    6097      560      9:25
    581    6067      589      8:57
    553    6038      569      9:16
    530    6004      579      9:07
    512    5971      530      9:57
    496    5937      530      9:57
    482    5901      545      9:41
    466    5864      569      9:16
    451    5828      550      9:35
    435    5792      556      9:29
    419    5760      505     10:27
    404    5728      498     10:36
    397    5695      476     11:05
    388    5659      523     10:05
    385    5622      524     10:04
    385    5586      508     10:23
    391    5552      487     10:50
    390    5518      480     11:00
    385    5481      527     10:01
    387    5442      551      9:34
    389    5402      565      9:20
    387    5368      480     11:00
    384    5330      538      9:48
    385    5292      536      9:51
    391    5251      584      9:02
    392    5213      536      9:51
    398    5179      487     10:50
    404    5142      529      9:58
    407    5105      524     10:04
    409    5066      551      9:34
    407    5030      509     10:22
    412    4993      527     10:01
    413    4954      550      9:35
    419    4916      543      9:43
    425    4880      515     10:15
    431    4846      487     10:50
    441    4812      500     10:33
    452    4777      517     10:12
    463    4742      517     10:12
    470    4707      503     10:29
    476    4670      529      9:58
    484    4632      548      9:38
    498    4595      558      9:27
    512    4562      506     10:26
    512    4530      451     11:42
    499    4499      474     11:08
    482    4466      524     10:04
    476    4430      515     10:15
    482    4391      557      9:28
    492    4352      568      9:17
    512    4318      556      9:29
    529    4285      524     10:04
    547    4253      518     10:11
    554    4213      573      9:12
    557    4173      566      9:19
    556    4135      536      9:51
    561    4097      541      9:45
    567    4059      543      9:43
    565    4021      537      9:49
    559    3985      515     10:15
    550    3950      510     10:21
    551    3913      522     10:06
    552    3878      494     10:41
    563    3838      585      9:01
    569    3797      584      9:02
    581    3759      562      9:23
    591    3725      500     10:33
    610    3695      501     10:32
    622    3662      495     10:39
    631    3625      537      9:49
    640    3589      523     10:05
    642    3554      494     10:41
    643    3521      466     11:19
    641    3485      509     10:22
    651    3451      500     10:33
    660    3413      551      9:34
    666    3375      543      9:43
    671    3332      611      8:38
    678    3294      545      9:41
    687    3254      578      9:08
    704    3220      536      9:51
    726    3188      548      9:38
    745    3156      525     10:03
    763    3126      493     10:42
    780    3091      549      9:37
    796    3057      530      9:57
    804    3019      548      9:38
    814    2986      486     10:51
    828    2954      493     10:42
    841    2919      527     10:01
    850    2881      551      9:34
    861    2843      558      9:27
    869    2803      575      9:10
    875    2761      598      8:49
    879    2718      609      8:40
    894    2680      576      9:09
    915    2649      528     10:00
    939    2620      531      9:56
    965    2589      571      9:14
    992    2555      612      8:37
   1014    2519      595      8:52
   1031    2482      574      9:11
   1045    2445      558      9:27
   1059    2409      545      9:41
   1082    2383      490     10:46
   1099    2358      426     12:23
   1121    2330      502     10:31
   1132    2291      572      9:13
   1142    2251      582      9:04
   1146    2212      553      9:32
   1149    2173      552      9:33
   1148    2134      550      9:35
   1140    2099      506     10:26
   1137    2062      524     10:04
   1134    2025      524     10:04
   1145    1989      531      9:56
   1147    1956      466     11:19
   1156    1924      469     11:15
   1156    1882      592      8:55
   1154    1839      607      8:41
   1146    1797      603      8:45
   1147    1761      508     10:23
   1154    1721      573      9:12
   1148    1687      487     10:50
   1136    1652      522     10:06
   1114    1621      536      9:51
   1101    1585      540      9:46
   1089    1552      495     10:39
   1072    1524      462     11:25
   1053    1495      489     10:47
   1025    1466      569      9:16
   1010    1433      511     10:19
    993    1402      499     10:34
    981    1363      576      9:09
    968    1324      580      9:06
    962    1281      612      8:37
    955    1245      517     10:12
    950    1208      527     10:01
    943    1173      503     10:29
    933    1139      500     10:33
    914    1109      501     10:32
    893    1079      516     10:13
    886    1048      448     11:47
    884    1013      494     10:41
    882     978      494     10:41
    868     942      545      9:41
    840     912      579      9:07
    815     880      573      9:12
    791     850      542      9:44
    771     817      544      9:42
    747     783      587      8:59
    722     750      584      9:02
    697     714      618      8:32
    669     681      610      8:39
    650     647      549      9:37
    629     618      505     10:27
    611     588      493     10:42
    585     557      571      9:14
    561     522      599      8:48
    535     493      549      9:37
    514     466      482     10:57
    501     432      513     10:17
    485     398      530      9:57
    467     366      518     10:11
    443     337      531      9:56
    423     305      532      9:55
    405     272      530      9:57
    382     245      500     10:33
    350     210      669      7:53
    313     176      709      7:26
    282     141      660      8:00
    257     115      509     10:22
    228      96      489     10:47
    192      85      531      9:56
    155      72      553      9:32
    118      51      600      8:48
     84      25      604      8:44
     50       0      595      8:52
-----------------------------------
RECURSE  4.79% change
  x-pos   y-pos   ft/min  min/mile
      0      19        0       N/A
     36      34      550      9:35
     69      52      530      9:57
    100      67      486     10:51
    135      90      591      8:56
    172     108      580      9:06
    207     131      591      8:56
    241     145      519     10:10
    268     167      491     10:45
    291     189      449     11:45
    304     224      527     10:01
    317     258      513     10:17
    329     296      562      9:23
    338     331      510     10:21
    350     367      535      9:52
    368     393      446     11:50
    391     423      533      9:54
    412     455      540      9:46
    431     493      599      8:48
    450     525      525     10:03
    465     559      524     10:04
    481     589      480     11:00
    495     625      545      9:41
    507     658      495     10:39
    517     694      527     10:01
    533     724      480     11:00
    560     752      549      9:37
    588     779      549      9:37
    614     808      549      9:37
    656     822      625      8:26
    692     842      581      9:05
    725     869      601      8:47
    738     909      593      8:54
    759     940      528     10:00
    782     968      511     10:19
    805     997      522     10:06
    818    1033      540      9:46
    834    1066      517     10:12
    841    1102      517     10:12
    856    1135      511     10:19
    870    1165      467     11:18
    889    1199      549      9:37
    903    1233      519     10:10
    914    1272      572      9:13
    929    1305      511     10:19
    945    1337      505     10:27
    967    1363      480     11:00
    990    1384      439     12:01
   1015    1405      460     11:28
   1044    1430      540      9:46
   1064    1462      532      9:55
   1083    1497      562      9:23
   1096    1533      540      9:46
   1101    1574      583      9:03
   1107    1614      571      9:14
   1109    1655      579      9:07
   1117    1690      506     10:26
   1124    1726      517     10:12
   1130    1763      529      9:58
   1136    1801      543      9:43
   1133    1836      495     10:39
   1133    1869      465     11:21
   1127    1904      501     10:32
   1130    1940      509     10:22
   1123    1981      587      8:59
   1122    2019      536      9:51
   1126    2053      483     10:55
   1130    2080      385     13:42
   1127    2111      439     12:01
   1107    2147      581      9:05
   1091    2187      608      8:41
   1076    2225      576      9:09
   1065    2262      544      9:42
   1053    2297      522     10:06
   1036    2333      562      9:23
   1015    2365      540      9:46
    996    2399      549      9:37
    980    2433      530      9:57
    966    2473      598      8:49
    943    2514      663      7:57
    921    2557      681      7:45
    903    2599      645      8:11
    894    2641      606      8:42
    880    2683      625      8:26
    865    2726      642      8:13
    849    2769      647      8:09
    841    2809      575      9:10
    828    2847      566      9:19
    813    2882      537      9:49
    799    2919      558      9:27
    783    2956      569      9:16
    766    2989      524     10:04
    747    3020      513     10:17
    732    3053      511     10:19
    717    3095      629      8:23
    707    3138      623      8:28
    700    3182      628      8:24
    695    3219      527     10:01
    681    3254      532      9:55
    667    3290      545      9:41
    656    3328      558      9:27
    647    3369      592      8:55
    638    3408      565      9:20
    626    3444      535      9:52
    626    3477      465     11:21
    621    3510      471     11:12
    625    3546      511     10:19
    615    3583      541      9:45
    613    3620      523     10:05
    601    3654      509     10:22
    596    3688      485     10:53
    593    3728      566      9:19
    591    3772      621      8:30
    591    3815      607      8:41
    578    3850      527     10:01
    581    3880      425     12:25
    580    3911      437     12:04
    583    3945      481     10:58
    585    3982      523     10:05
    591    4019      529      9:58
    600    4055      523     10:05
    591    4095      578      9:08
    576    4139      656      8:02
    556    4182      669      7:53
    545    4223      599      8:48
    532    4260      553      9:32
    521    4300      585      9:01
    512    4336      523     10:05
    505    4373      531      9:56
    495    4406      486     10:51
    486    4443      537      9:49
    478    4478      506     10:26
    475    4515      524     10:04
    466    4551      523     10:05
    454    4586      522     10:06
    445    4623      537      9:49
    435    4657      500     10:33
    431    4693      511     10:19
    417    4729      545      9:41
    410    4775      656      8:02
    402    4825      714      7:23
    397    4877      737      7:09
    393    4933      792      6:40
    389    4983      708      7:27
    394    5030      667      7:54
    392    5063      466     11:19
    390    5097      480     11:00
    387    5131      481     10:58
    388    5166      494     10:41
    392    5201      497     10:37
    387    5240      555      9:30
    382    5279      555      9:30
    379    5315      509     10:22
    382    5348      467     11:18
    390    5382      493     10:42
    400    5417      513     10:17
    404    5456      553      9:32
    403    5493      522     10:06
    394    5533      578      9:08
    389    5570      527     10:01
    393    5605      497     10:37
    404    5640      517     10:12
    415    5674      504     10:28
    430    5706      498     10:36
    448    5736      493     10:42
    461    5767      474     11:08
    465    5801      483     10:55
    474    5833      469     11:15
    488    5868      532      9:55
    503    5908      603      8:45
    509    5953      640      8:15
    514    5995      597      8:50
    528    6026      480     11:00
    548    6051      451     11:42
    572    6076      489     10:47
    584    6109      495     10:39
    597    6142      500     10:33
    610    6174      487     10:50
    636    6200      519     10:10
    665    6226      549      9:37
    699    6247      564      9:21
    733    6272      595      8:52
    766    6295      567      9:18
    798    6319      564      9:21
    831    6347      610      8:39
    860    6377      589      8:57
    888    6389      430     12:16
    907    6402      325     16:14
    930    6410      343     15:23
    958    6437      549      9:37
    996    6454      587      8:59
   1034    6467      566      9:19
   1073    6470      552      9:33
   1110    6469      522     10:06
   1147    6476      531      9:56
   1179    6488      482     10:57
   1212    6504      517     10:12
   1245    6510      473     11:09
   1281    6514      511     10:19
   1310    6525      437     12:04
   1341    6543      506     10:26
   1365    6572      531      9:56
   1392    6597      519     10:10
   1414    6625      502     10:31
   1442    6646      494     10:41
   1471    6668      513     10:17
   1492    6695      482     10:57
   1495    6725      425     12:25
   1482    6760      527     10:01
   1467    6796      550      9:35
   1459    6834      548      9:38
   1452    6875      587      8:59
   1442    6914      568      9:17
   1422    6952      606      8:42
   1400    6985      559      9:26
   1393    7016      448     11:47
   1404    7045      437     12:04
   1411    7069      352     15:00
   1418    7097      407     12:58
   1411    7128      448     11:47
   1414    7165      524     10:04
   1420    7197      459     11:30
   1436    7230      517     10:12
   1445    7260      442     11:56
   1447    7298      537      9:49
   1449    7335      523     10:05
   1455    7373      543      9:43
   1458    7407      481     10:58
   1463    7445      541      9:45
   1475    7488      630      8:22
   1482    7531      615      8:35
   1480    7575      621      8:30
   1476    7617      595      8:52
   1484    7657      575      9:10
   1502    7688      506     10:26
   1527    7719      562      9:23
   1549    7747      502     10:31
   1571    7780      559      9:26
   1588    7816      562      9:23
   1609    7850      564      9:21
   1628    7882      525     10:03
   1646    7913      506     10:26
   1668    7949      595      8:52
   1696    7976      549      9:37
   1732    8003      635      8:18
   1770    8026      627      8:25
   1803    8057      639      8:15
   1831    8086      569      9:16
   1840    8119      482     10:57
   1844    8154      497     10:37
   1843    8191      522     10:06
   1842    8228      522     10:06
   1840    8265      523     10:05
   1832    8301      520     10:09
   1825    8340      559      9:26
   1818    8383      615      8:35
   1822    8423      567      9:18
   1835    8458      527     10:01
   1861    8482      499     10:34
   1886    8508      509     10:22
   1906    8539      520     10:09
   1919    8575      540      9:46
   1935    8607      505     10:27
   1958    8638      544      9:42
   1980    8670      548      9:38
   1991    8707      544      9:42
   2004    8736      448     11:47
   2023    8763      466     11:19
   2046    8796      567      9:18
   2051    8833      527     10:01
   2054    8870      524     10:04
   2057    8907      524     10:04
   2094    8935      655      8:03
   2139    8951      674      7:50
   2193    8958      768      6:52
   2226    8975      524     10:04
   2243    9006      499     10:34
   2245    9047      579      9:07
   2248    9083      509     10:22
   2245    9118      495     10:39
   2253    9148      438     12:03
   2251    9179      438     12:03
   2261    9215      527     10:01
   2261    9261      649      8:08
   2276    9298      563      9:22
   2286    9331      486     10:51
   2295    9362      455     11:36
   2285    9404      609      8:40
   2278    9450      656      8:02
   2268    9488      554      9:31
   2270    9525      523     10:05
   2279    9554      428     12:20
   2282    9579      355     14:52
   2281    9604      353     14:57
   2282    9632      395     13:22
   2295    9666      513     10:17
   2310    9704      576      9:09
   2312    9746      593      8:54
   2313    9788      593      8:54
   2319    9824      515     10:15
   2329    9862      554      9:31
   2339    9898      527     10:01
   2348    9935      537      9:49
   2353    9970      499     10:34
   2358   10005      499     10:34
   2349   10057      745      7:05
   2350   10104      663      7:57
   2359   10146      606      8:42
   2382   10176      533      9:54
   2388   10210      487     10:50
   2386   10249      551      9:34
   2385   10285      508     10:23
   2392   10320      503     10:29
   2402   10355      513     10:17
   2410   10391      520     10:09
   2421   10428      544      9:42
   2432   10463      517     10:12
   2444   10496      495     10:39
   2458   10530      519     10:10
   2472   10562      493     10:42
   2484   10595      495     10:39
   2500   10626      492     10:43
   2515   10656      473     11:09
   2525   10692      527     10:01
   2527   10731      551      9:34
   2531   10770      553      9:32
   2534   10808      538      9:48
   2542   10846      548      9:38
   2547   10885      555      9:30
   2564   10920      549      9:37
   2589   10951      562      9:23
   2615   10984      593      8:54
   2634   11017      537      9:49
   2645   11052      517     10:12
   2654   11087      510     10:21
   2658   11124      525     10:03
   2663   11159      499     10:34
   2667   11193      483     10:55
   2677   11224      459     11:30
   2685   11256      465     11:21
   2690   11261       99     53:20
   2692   11246      213     24:47
   2689   11206      566      9:19
   2684   11169      527     10:01
   2672   11132      549      9:37
   2665   11097      503     10:29
   2655   11061      527     10:01
   2645   11023      554      9:31
   2629   10984      595      8:52
   2614   10945      589      8:57
   2599   10904      616      8:34
   2581   10870      543      9:43
   2558   10839      544      9:42
   2539   10811      477     11:04
   2528   10779      477     11:04
   2527   10743      508     10:23
   2516   10707      531      9:56
   2500   10675      505     10:27
   2483   10639      562      9:23
   2466   10606      524     10:04
   2457   10569      537      9:49
   2439   10531      593      8:54
   2430   10492      565      9:20
   2417   10450      620      8:30
   2408   10412      551      9:34
   2398   10373      568      9:17
   2390   10337      520     10:09
   2381   10303      496     10:38
   2372   10268      510     10:21
   2360   10235      495     10:39
   2351   10199      523     10:05
   2339   10163      535      9:52
   2325   10123      598      8:49
   2310   10084      589      8:57
   2297   10045      580      9:06
   2283   10008      558      9:27
   2265    9968      619      8:31
   2251    9928      598      8:49
   2237    9888      598      8:49
   2231    9850      543      9:43
   2223    9816      493     10:42
   2218    9781      499     10:34
   2218    9751      423     12:28
   2226    9719      465     11:21
   2238    9686      495     10:39
   2243    9649      527     10:01
   2248    9611      541      9:45
   2255    9573      545      9:41
   2265    9535      554      9:31
   2266    9494      578      9:08
   2263    9452      594      8:53
   2253    9411      595      8:52
   2251    9375      509     10:22
   2252    9337      536      9:51
   2254    9297      565      9:20
   2263    9261      523     10:05
   2260    9231      425     12:25
   2258    9202      410     12:52
   2245    9168      513     10:17
   2240    9131      527     10:01
   2237    9096      495     10:39
   2233    9060      511     10:19
   2225    9024      520     10:09
   2216    8987      537      9:49
   2208    8949      548      9:38
   2203    8913      513     10:17
   2202    8875      536      9:51
   2202    8837      536      9:51
   2193    8801      523     10:05
   2177    8766      543      9:43
   2158    8731      562      9:23
   2140    8697      543      9:43
   2120    8664      544      9:42
   2095    8633      562      9:23
   2073    8602      536      9:51
   2052    8569      552      9:33
   2031    8539      516     10:13
   2009    8511      502     10:31
   1984    8487      489     10:47
   1965    8457      501     10:32
   1943    8427      525     10:03
   1929    8390      558      9:27
   1914    8355      537      9:49
   1903    8315      585      9:01
   1897    8274      584      9:02
   1883    8230      651      8:06
   1868    8189      616      8:34
   1850    8148      632      8:21
   1845    8110      541      9:45
   1840    8072      541      9:45
   1830    8037      513     10:17
   1816    8004      506     10:26
   1797    7971      537      9:49
   1777    7938      544      9:42
   1753    7905      576      9:09
   1734    7872      537      9:49
   1710    7842      542      9:44
   1688    7811      536      9:51
   1659    7784      559      9:26
   1635    7756      520     10:09
   1609    7732      499     10:34
   1584    7703      540      9:46
   1557    7673      569      9:16
   1528    7644      578      9:08
   1504    7615      531      9:56
   1481    7588      500     10:33
   1467    7552      545      9:41
   1452    7515      563      9:22
   1437    7476      589      8:57
   1425    7440      535      9:52
   1415    7403      541      9:45
   1412    7367      509     10:22
   1406    7332      501     10:32
   1403    7295      524     10:04
   1398    7259      513     10:17
   1400    7223      509     10:22
   1394    7190      473     11:09
   1391    7152      538      9:48
   1389    7112      565      9:20
   1397    7073      562      9:23
   1417    7043      509     10:22
   1436    7016      466     11:19
   1451    6987      460     11:28
   1463    6947      589      8:57
   1465    6904      607      8:41
   1467    6860      621      8:30
   1471    6823      525     10:03
   1489    6788      555      9:30
   1507    6755      530      9:57
   1519    6720      522     10:06
   1521    6684      509     10:22
   1520    6648      508     10:23
   1513    6612      517     10:12
   1502    6577      517     10:12
   1479    6550      500     10:33
   1449    6535      473     11:09
   1413    6529      515     10:15
   1379    6519      500     10:33
   1343    6504      550      9:35
   1309    6486      543      9:43
   1274    6475      517     10:12
   1241    6463      495     10:39
   1206    6457      501     10:32
   1174    6443      493     10:42
   1142    6428      498     10:36
   1110    6408      532      9:55
   1073    6395      553      9:32
   1040    6377      530      9:57
   1005    6363      532      9:55
    969    6340      603      8:45
    931    6330      554      9:31
    900    6311      513     10:17
    872    6298      435     12:08
    844    6280      469     11:15
    808    6273      517     10:12
    777    6260      474     11:08
    745    6249      477     11:04
    722    6218      544      9:42
    694    6189      569      9:16
    667    6153      635      8:18
    640    6123      569      9:16
    610    6097      560      9:25
    581    6067      589      8:57
    553    6038      569      9:16
    530    6004      579      9:07
    512    5971      530      9:57
    496    5937      530      9:57
    482    5901      545      9:41
    466    5864      569      9:16
    451    5828      550      9:35
    435    5792      556      9:29
    419    5760      505     10:27
    404    5728      498     10:36
    397    5695      476     11:05
    388    5659      523     10:05
    385    5622      524     10:04
    385    5586      508     10:23
    391    5552      487     10:50
    390    5518      480     11:00
    385    5481      527     10:01
    387    5442      551      9:34
    389    5402      565      9:20
    387    5368      480     11:00
    384    5330      538      9:48
    385    5292      536      9:51
    391    5251      584      9:02
    392    5213      536      9:51
    398    5179      487     10:50
    404    5142      529      9:58
    407    5105      524     10:04
    409    5066      551      9:34
    407    5030      509     10:22
    412    4993      527     10:01
    413    4954      550      9:35
    419    4916      543      9:43
    425    4880      515     10:15
    431    4846      487     10:50
    441    4812      500     10:33
    452    4777      517     10:12
    463    4742      517     10:12
    470    4707      503     10:29
    476    4670      529      9:58
    484    4632      548      9:38
    498    4595      558      9:27
    512    4562      506     10:26
    512    4530      451     11:42
    499    4499      474     11:08
    482    4466      524     10:04
    476    4430      515     10:15
    482    4391      557      9:28
    492    4352      568      9:17
    512    4318      556      9:29
    529    4285      524     10:04
    547    4253      518     10:11
    554    4213      573      9:12
    557    4173      566      9:19
    556    4135      536      9:51
    561    4097      541      9:45
    567    4059      543      9:43
    565    4021      537      9:49
    559    3985      515     10:15
    550    3950      510     10:21
    551    3913      522     10:06
    552    3878      494     10:41
    563    3838      585      9:01
    569    3797      584      9:02
    581    3759      562      9:23
    591    3725      500     10:33
    610    3695      501     10:32
    622    3662      495     10:39
    631    3625      537      9:49
    640    3589      523     10:05
    642    3554      494     10:41
    643    3521      466     11:19
    641    3485      509     10:22
    651    3451      500     10:33
    660    3413      551      9:34
    666    3375      543      9:43
    671    3332      611      8:38
    678    3294      545      9:41
    687    3254      578      9:08
    704    3220      536      9:51
    726    3188      548      9:38
    745    3156      525     10:03
    763    3126      493     10:42
    780    3091      549      9:37
    796    3057      530      9:57
    804    3019      548      9:38
    814    2986      486     10:51
    828    2954      493     10:42
    841    2919      527     10:01
    850    2881      551      9:34
    861    2843      558      9:27
    869    2803      575      9:10
    875    2761      598      8:49
    879    2718      609      8:40
    894    2680      576      9:09
    915    2649      528     10:00
    939    2620      531      9:56
    965    2589      571      9:14
    992    2555      612      8:37
   1014    2519      595      8:52
   1031    2482      574      9:11
   1045    2445      558      9:27
   1059    2409      545      9:41
   1082    2383      490     10:46
   1099    2358      426     12:23
   1121    2330      502     10:31
   1132    2291      572      9:13
   1142    2251      582      9:04
   1146    2212      553      9:32
   1149    2173      552      9:33
   1148    2134      550      9:35
   1140    2099      506     10:26
   1137    2062      524     10:04
   1134    2025      524     10:04
   1145    1989      531      9:56
   1147    1956      466     11:19
   1156    1924      469     11:15
   1156    1882      592      8:55
   1154    1839      607      8:41
   1146    1797      603      8:45
   1147    1761      508     10:23
   1154    1721      573      9:12
   1148    1687      487     10:50
   1136    1652      522     10:06
   1114    1621      536      9:51
   1101    1585      540      9:46
   1089    1552      495     10:39
   1072    1524      462     11:25
   1053    1495      489     10:47
   1025    1466      569      9:16
   1010    1433      511     10:19
    993    1402      499     10:34
    981    1363      576      9:09
    968    1324      580      9:06
    962    1281      612      8:37
    955    1245      517     10:12
    950    1208      527     10:01
    943    1173      503     10:29
    933    1139      500     10:33
    914    1109      501     10:32
    893    1079      516     10:13
    886    1048      448     11:47
    884    1013      494     10:41
    882     978      494     10:41
    868     942      545      9:41
    840     912      579      9:07
    815     880      573      9:12
    791     850      542      9:44
    771     817      544      9:42
    747     783      587      8:59
    722     750      584      9:02
    697     714      618      8:32
    669     681      610      8:39
    650     647      549      9:37
    629     618      505     10:27
    611     588      493     10:42
    585     557      571      9:14
    561     522      599      8:48
    535     493      549      9:37
    514     466      482     10:57
    501     432      513     10:17
    485     398      530      9:57
    467     366      518     10:11
    443     337      531      9:56
    423     305      532      9:55
    405     272      530      9:57
    382     245      500     10:33
    350     210      669      7:53
    313     176      709      7:26
    282     141      660      8:00
    257     115      509     10:22
    228      96      489     10:47
    192      85      531      9:56
    155      72      553      9:32
    118      51      600      8:48
     84      25      604      8:44
     50       0      595      8:52
RECURSE  0.78% change
  x-pos   y-pos   ft/min  min/mile
      0      19        0       N/A
     35      35      543      9:43
     68      51      517     10:12
    101      69      530      9:57
    135      88      549      9:37
    171     109      588      8:58
    206     128      562      9:23
    238     147      525     10:03
    266     167      485     10:53
    287     193      471     11:12
    304     223      486     10:51
    316     259      535      9:52
    328     295      535      9:52
    339     331      531      9:56
    352     363      487     10:50
    369     394      499     10:34
    390     423      505     10:27
    411     457      564      9:21
    431     491      556      9:29
    448     525      536      9:51
    465     557      511     10:19
    480     591      524     10:04
    494     624      506     10:26
    506     659      522     10:06
    519     692      500     10:33
    536     723      499     10:34
    560     751      520     10:09
    587     779      549      9:37
    619     803      564      9:21
    654     824      576      9:09
    691     844      593      8:54
    718     873      559      9:26
    740     906      559      9:26
    759     939      537      9:49
    782     968      522     10:06
    801     999      513     10:17
    819    1032      530      9:57
    831    1067      522     10:06
    843    1101      509     10:22
    855    1134      495     10:39
    871    1166      505     10:27
    887    1199      517     10:12
    902    1234      537      9:49
    915    1270      540      9:46
    929    1304      519     10:10
    947    1335      506     10:26
    967    1361      463     11:24
    990    1384      459     11:30
   1016    1406      480     11:00
   1041    1432      509     10:22
   1063    1463      536      9:51
   1081    1497      543      9:43
   1093    1534      549      9:37
   1101    1573      562      9:23
   1105    1614      581      9:05
   1111    1653      557      9:28
   1116    1690      527     10:01
   1123    1726      517     10:12
   1130    1763      531      9:56
   1133    1800      524     10:04
   1134    1835      494     10:41
   1131    1869      481     10:58
   1130    1904      494     10:41
   1126    1941      525     10:03
   1125    1980      550      9:35
   1123    2017      523     10:05
   1126    2050      467     11:18
   1127    2081      437     12:04
   1121    2112      445     11:51
   1108    2148      540      9:46
   1091    2186      587      8:59
   1077    2224      571      9:14
   1064    2261      553      9:32
   1051    2297      540      9:46
   1034    2331      536      9:51
   1015    2365      549      9:37
    997    2399      543      9:43
    980    2435      562      9:23
    963    2473      587      8:59
    943    2514      644      8:11
    922    2556      662      7:58
    906    2599      647      8:09
    892    2641      625      8:26
    879    2683      620      8:30
    864    2726      642      8:13
    851    2768      620      8:30
    839    2808      589      8:57
    827    2846      562      9:23
    813    2882      545      9:41
    798    2919      563      9:22
    782    2954      543      9:43
    765    2988      536      9:51
    748    3020      511     10:19
    732    3056      556      9:29
    718    3095      584      9:02
    708    3138      623      8:28
    700    3179      589      8:57
    692    3218      562      9:23
    681    3254      531      9:56
    668    3290      540      9:46
    656    3329      576      9:09
    647    3368      565      9:20
    637    3407      568      9:17
    630    3443      517     10:12
    624    3477      487     10:50
    624    3511      480     11:00
    620    3546      497     10:37
    617    3583      524     10:04
    609    3619      520     10:09
    603    3654      501     10:32
    596    3690      517     10:12
    593    3729      552      9:33
    591    3771      593      8:54
    586    3812      583      9:03
    583    3848      509     10:22
    579    3880      455     11:36
    581    3912      452     11:40
    582    3946      480     11:00
    586    3982      511     10:19
    592    4018      515     10:15
    594    4056      537      9:49
    589    4096      569      9:16
    574    4138      629      8:23
    559    4181      642      8:13
    544    4221      603      8:45
    532    4261      589      8:57
    521    4298      544      9:42
    512    4336      551      9:34
    504    4371      506     10:26
    495    4407      523     10:05
    486    4442      510     10:21
    479    4478      517     10:12
    473    4514      515     10:15
    465    4550      520     10:09
    455    4586      527     10:01
    444    4622      531      9:56
    437    4657      503     10:29
    427    4693      527     10:01
    419    4732      562      9:23
    409    4776      637      8:17
    403    4825      696      7:35
    397    4878      753      7:00
    393    4931      750      7:02
    392    4982      720      7:19
    391    5025      607      8:41
    392    5063      536      9:51
    389    5097      481     10:58
    388    5131      480     11:00
    389    5166      494     10:41
    389    5202      508     10:23
    387    5240      537      9:49
    382    5278      541      9:45
    381    5314      508     10:23
    383    5348      480     11:00
    390    5382      490     10:46
    398    5418      520     10:09
    402    5455      525     10:03
    400    5494      551      9:34
    395    5532      541      9:45
    392    5569      524     10:04
    395    5605      509     10:22
    404    5639      496     10:38
    416    5673      509     10:22
    431    5705      498     10:36
    446    5736      486     10:51
    458    5768      482     10:57
    466    5800      465     11:21
    475    5834      496     10:38
    488    5869      527     10:01
    500    5909      589      8:57
    508    5952      617      8:33
    517    5991      565      9:20
    530    6024      500     10:33
    549    6051      466     11:19
    568    6078      466     11:19
    584    6109      492     10:43
    597    6141      487     10:50
    614    6172      499     10:34
    637    6200      511     10:19
    666    6224      531      9:56
    699    6248      576      9:09
    732    6271      567      9:18
    765    6295      576      9:09
    798    6320      584      9:02
    829    6347      580      9:06
    859    6371      542      9:44
    885    6389      446     11:50
    908    6400      359     14:42
    931    6416      395     13:22
    961    6433      486     10:51
    996    6452      562      9:23
   1034    6463      558      9:27
   1072    6468      541      9:45
   1110    6471      538      9:48
   1145    6477      501     10:32
   1179    6489      509     10:22
   1212    6500      491     10:45
   1246    6509      496     10:38
   1278    6516      462     11:25
   1310    6527      477     11:04
   1338    6546      477     11:04
   1366    6570      520     10:09
   1390    6598      520     10:09
   1416    6622      499     10:34
